(Sittin'On)TheDockOfTheBay,verse,B,G:maj,I,maj,1,4,0
(Sittin'On)TheDockOfTheBay,verse,B,B:maj,III,maj,2,4,0
(Sittin'On)TheDockOfTheBay,verse,B,C:maj,IV,maj,3,4,0
(Sittin'On)TheDockOfTheBay,verse,B,A:maj,II,maj,4,4,0
(Sittin'On)TheDockOfTheBay,chorus,C,G:maj,I,maj,1,4,0
(Sittin'On)TheDockOfTheBay,chorus,C,E:min(9),VI,min(9),2,4,0
(Sittin'On)TheDockOfTheBay,chorus,C,G:maj,I,maj,3,4,0
(Sittin'On)TheDockOfTheBay,chorus,C,E:min(9),VI,min(9),4,4,0
(Sittin'On)TheDockOfTheBay,chorus,C,G:maj,I,maj,1,4,0
(Sittin'On)TheDockOfTheBay,chorus,C,A:maj,II,maj,2,4,0
(Sittin'On)TheDockOfTheBay,chorus,C,G:maj,I,maj,3,4,0
(Sittin'On)TheDockOfTheBay,chorus,C,E:maj,VI,maj,4,4,0
(Sittin'On)TheDockOfTheBay,outro,A',G:maj,I,maj,1,4,0
(Sittin'On)TheDockOfTheBay,outro,A',G:maj,I,maj,2,4,0
(Sittin'On)TheDockOfTheBay,outro,A',G:maj,I,maj,3,4,0
(Sittin'On)TheDockOfTheBay,outro,A',E:min,VI,min,4,4,0
(Sittin'On)TheDockOfTheBay,fadeout,,G:maj,I,maj,1,4,0
(Sittin'On)TheDockOfTheBay,fadeout,,G:maj,I,maj,2,4,0
(Sittin'On)TheDockOfTheBay,fadeout,,G:maj,I,maj,3,4,0
(Sittin'On)TheDockOfTheBay,fadeout,,E:min,VI,min,4,4,0

ChainedAndBound,verse,A,N,NonHarmonic,NonHarmonic,1,3,0
ChainedAndBound,verse,A,Bb:maj,I,maj,2,3,0
ChainedAndBound,verse,A,Eb:maj,IV,maj,3,3,0
ChainedAndBound,verse,A,Bb:maj,I,maj,1,2,0
ChainedAndBound,verse,A,F:maj,V,maj,1,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,2,2,0
ChainedAndBound,verse,A,F:maj,V,maj,2,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,1,2,0
ChainedAndBound,verse,A,Eb:maj,IV,maj,2,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,1,2,0
ChainedAndBound,verse,A,F:maj,V,maj,1,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,2,2,0
ChainedAndBound,verse,A,F:maj,V,maj,2,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,1,2,0
ChainedAndBound,verse,A,Bb:7,I,7,1,2,0
ChainedAndBound,verse,A,Eb:maj,IV,maj,2,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,1,2,0
ChainedAndBound,verse,A,F:7,V,7,1,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,2,2,0
ChainedAndBound,verse,A,F:maj,V,maj,2,2,0
ChainedAndBound,bridge,B,G:min,VI,min,1,2,0
ChainedAndBound,bridge,B,Bb:maj,I,maj,2,2,0
ChainedAndBound,bridge,B,G:min,VI,min,1,2,0
ChainedAndBound,bridge,B,Bb:maj,I,maj,2,2,0
ChainedAndBound,bridge,B,F:7,V,7,2,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,1,2,0
ChainedAndBound,verse,A,Eb:maj,IV,maj,2,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,1,2,0
ChainedAndBound,verse,A,F:maj,V,maj,1,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,2,2,0
ChainedAndBound,verse,A,F:maj,V,maj,2,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,1,2,0
ChainedAndBound,verse,A,Bb:7,I,7,1,2,0
ChainedAndBound,verse,A,Eb:maj,IV,maj,2,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,1,2,0
ChainedAndBound,verse,A,F:maj,V,maj,1,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,2,2,0
ChainedAndBound,verse,A,F:maj,V,maj,2,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,1,2,0
ChainedAndBound,verse,A,Eb:maj,IV,maj,2,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,1,2,0
ChainedAndBound,verse,A,Eb:maj,IV,maj,2,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,1,2,0
ChainedAndBound,verse,A,Eb:maj,IV,maj,2,2,0
ChainedAndBound,verse,A,Bb:maj,I,maj,1,2,0
ChainedAndBound,verse,A,Eb:maj,IV,maj,2,2,0
ChainedAndBound,fadeout,A,Bb:maj,I,maj,1,2,0
ChainedAndBound,fadeout,A,Eb:maj,IV,maj,2,2,0

IWantToWalkYouHome,intro,A,Ab:7,V,7,1,1,0
IWantToWalkYouHome,chorus,A,Db:maj,I,maj,1,4,0
IWantToWalkYouHome,chorus,A,Db:maj,I,maj,2,4,0
IWantToWalkYouHome,chorus,A,Db:maj,I,maj,3,4,0
IWantToWalkYouHome,chorus,A,Db:maj,I,maj,4,4,0
IWantToWalkYouHome,chorus,A,Gb:maj,IV,maj,1,4,0
IWantToWalkYouHome,chorus,A,Gb:maj,IV,maj,2,4,0
IWantToWalkYouHome,chorus,A,Db:maj,I,maj,3,4,0
IWantToWalkYouHome,chorus,A,Db:maj,I,maj,4,4,0
IWantToWalkYouHome,chorus,A,Ab:7,V,7,1,4,0
IWantToWalkYouHome,chorus,A,Gb:maj,IV,maj,2,4,0
IWantToWalkYouHome,chorus,A,Db:maj,I,maj,3,4,0
IWantToWalkYouHome,chorus,A,Db:maj,I,maj,4,4,0
IWantToWalkYouHome,verse,A,Db:maj,I,maj,1,4,0
IWantToWalkYouHome,verse,A,Db:maj,I,maj,2,4,0
IWantToWalkYouHome,verse,A,Db:maj,I,maj,3,4,0
IWantToWalkYouHome,verse,A,Db:maj,I,maj,4,4,0
IWantToWalkYouHome,verse,A,Gb:maj,IV,maj,1,4,0
IWantToWalkYouHome,verse,A,Gb:maj,IV,maj,2,4,0
IWantToWalkYouHome,verse,A,Db:maj,I,maj,3,4,0
IWantToWalkYouHome,verse,A,Db:maj,I,maj,4,4,0
IWantToWalkYouHome,verse,A,Ab:7,V,7,1,4,0
IWantToWalkYouHome,verse,A,Gb:maj,IV,maj,2,4,0
IWantToWalkYouHome,verse,A,Db:maj,I,maj,3,4,0
IWantToWalkYouHome,verse,A,Db:maj,I,maj,4,4,0
IWantToWalkYouHome,verse,A,Db:maj,I,maj,1,4,0
IWantToWalkYouHome,verse,A,Db:maj,I,maj,2,4,0
IWantToWalkYouHome,verse,A,Db:maj,I,maj,3,4,0
IWantToWalkYouHome,verse,A,Db:maj,I,maj,4,4,0
IWantToWalkYouHome,verse,A,Gb:maj,IV,maj,1,4,0
IWantToWalkYouHome,verse,A,Gb:maj,IV,maj,2,4,0
IWantToWalkYouHome,verse,A,Db:maj,I,maj,3,4,0
IWantToWalkYouHome,verse,A,Db:maj,I,maj,4,4,0
IWantToWalkYouHome,verse,A,Ab:7,V,7,1,4,0
IWantToWalkYouHome,verse,A,Gb:maj,IV,maj,2,4,0
IWantToWalkYouHome,verse,A,Db:maj,I,maj,3,4,0
IWantToWalkYouHome,verse,A,Db:maj,I,maj,4,4,0
IWantToWalkYouHome,chorus,A,Db:maj,I,maj,1,4,0
IWantToWalkYouHome,chorus,A,Db:maj,I,maj,2,4,0
IWantToWalkYouHome,chorus,A,Db:maj,I,maj,3,4,0
IWantToWalkYouHome,chorus,A,Db:maj,I,maj,4,4,0
IWantToWalkYouHome,chorus,A,Gb:maj,IV,maj,1,4,0
IWantToWalkYouHome,chorus,A,Gb:maj,IV,maj,2,4,0
IWantToWalkYouHome,chorus,A,Db:maj,I,maj,3,4,0
IWantToWalkYouHome,chorus,A,Db:maj,I,maj,4,4,0
IWantToWalkYouHome,chorus,A,Ab:7,V,7,1,4,0
IWantToWalkYouHome,chorus,A,Gb:maj,IV,maj,2,4,0
IWantToWalkYouHome,chorus,A,Db:maj,I,maj,3,4,0
IWantToWalkYouHome,chorus,A,Db:maj,I,maj,4,4,0
IWantToWalkYouHome,outro,A,Db:maj,I,maj,1,4,0
IWantToWalkYouHome,outro,A,Db:maj,I,maj,2,4,0
IWantToWalkYouHome,outro,A,Db:maj,I,maj,3,4,0
IWantToWalkYouHome,outro,A,Db:maj,I,maj,4,4,0

SundayMorningSunshine,intro,A,E:maj,I,maj,1,2,0
SundayMorningSunshine,intro,A,E:maj,I,maj,2,2,0
SundayMorningSunshine,verse,B,E:maj6(9),I,maj6(9),1,4,0
SundayMorningSunshine,verse,B,G#:min7,III,min7,2,4,0
SundayMorningSunshine,verse,B,F#:min7,II,min7,3,4,0
SundayMorningSunshine,verse,B,B:7,V,7,4,4,0
SundayMorningSunshine,verse,B,C#:min,VI,min,1,4,0
SundayMorningSunshine,verse,B,E:maj/5,I,maj/5,1,4,0
SundayMorningSunshine,verse,B,A:maj,IV,maj,2,4,0
SundayMorningSunshine,verse,B,G#:min7,III,min7,2,4,0
SundayMorningSunshine,verse,B,F#:min7,II,min7,3,4,0
SundayMorningSunshine,verse,B,B:7,V,7,4,4,0
SundayMorningSunshine,verse,B,E:maj6(9),I,maj6(9),1,4,0
SundayMorningSunshine,verse,B,G#:min7,III,min7,2,4,0
SundayMorningSunshine,verse,B,F#:min7,II,min7,3,4,0
SundayMorningSunshine,verse,B,B:7,V,7,4,4,0
SundayMorningSunshine,verse,B,C#:min,VI,min,1,4,0
SundayMorningSunshine,verse,B,E:maj/5,I,maj/5,1,4,0
SundayMorningSunshine,verse,B,A:maj,IV,maj,2,4,0
SundayMorningSunshine,verse,B,G#:min7,III,min7,2,4,0
SundayMorningSunshine,verse,B,F#:min7,II,min7,3,4,0
SundayMorningSunshine,verse,B,B:7,V,7,4,4,0
SundayMorningSunshine,pre-chorus,C,A:maj,IV,maj,1,4,0
SundayMorningSunshine,pre-chorus,C,B:maj,V,maj,2,4,0
SundayMorningSunshine,pre-chorus,C,G#:min,III,min,3,4,0
SundayMorningSunshine,pre-chorus,C,C#:min,VI,min,4,4,0
SundayMorningSunshine,pre-chorus,C,F#:min,II,min,1,5,0
SundayMorningSunshine,pre-chorus,C,B:maj,V,maj,2,5,0
SundayMorningSunshine,pre-chorus,C,A:maj,IV,maj,3,5,0
SundayMorningSunshine,pre-chorus,C,N,NonHarmonic,NonHarmonic,4,5,0
SundayMorningSunshine,pre-chorus,C,N,NonHarmonic,NonHarmonic,5,5,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,1,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,2,4,0
SundayMorningSunshine,chorus,D,F#:11,II,11,3,4,0
SundayMorningSunshine,chorus,D,F#:11,II,11,4,4,0
SundayMorningSunshine,chorus,D,D:maj,bVII,maj,1,4,0
SundayMorningSunshine,chorus,D,A:maj,IV,maj,2,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,3,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,4,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,1,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,2,4,0
SundayMorningSunshine,chorus,D,F#:11,II,11,3,4,0
SundayMorningSunshine,chorus,D,F#:11,II,11,4,4,0
SundayMorningSunshine,chorus,D,D:maj,bVII,maj,1,4,0
SundayMorningSunshine,chorus,D,A:maj,IV,maj,2,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,3,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,4,4,0
SundayMorningSunshine,verse,B,E:maj6(9),I,maj6(9),1,4,0
SundayMorningSunshine,verse,B,G#:min7,III,min7,2,4,0
SundayMorningSunshine,verse,B,F#:min7,II,min7,3,4,0
SundayMorningSunshine,verse,B,B:7,V,7,4,4,0
SundayMorningSunshine,verse,B,C#:min,VI,min,1,4,0
SundayMorningSunshine,verse,B,E:maj/5,I,maj/5,1,4,0
SundayMorningSunshine,verse,B,A:maj,IV,maj,2,4,0
SundayMorningSunshine,verse,B,G#:min7,III,min7,2,4,0
SundayMorningSunshine,verse,B,F#:min7,II,min7,3,4,0
SundayMorningSunshine,verse,B,B:7,V,7,4,4,0
SundayMorningSunshine,verse,B,E:maj6(9),I,maj6(9),1,4,0
SundayMorningSunshine,verse,B,G#:min7,III,min7,2,4,0
SundayMorningSunshine,verse,B,F#:min7,II,min7,3,4,0
SundayMorningSunshine,verse,B,B:7,V,7,4,4,0
SundayMorningSunshine,verse,B,C#:min,VI,min,1,4,0
SundayMorningSunshine,verse,B,E:maj/5,I,maj/5,1,4,0
SundayMorningSunshine,verse,B,A:maj,IV,maj,2,4,0
SundayMorningSunshine,verse,B,G#:min7,III,min7,2,4,0
SundayMorningSunshine,verse,B,F#:min7,II,min7,3,4,0
SundayMorningSunshine,verse,B,B:7,V,7,4,4,0
SundayMorningSunshine,pre-chorus,C',A:maj,IV,maj,1,4,0
SundayMorningSunshine,pre-chorus,C',B:maj,V,maj,2,4,0
SundayMorningSunshine,pre-chorus,C',G#:min,III,min,3,4,0
SundayMorningSunshine,pre-chorus,C',C#:min,VI,min,4,4,0
SundayMorningSunshine,pre-chorus,C',F#:min,II,min,1,4,0
SundayMorningSunshine,pre-chorus,C',B:maj,V,maj,2,4,0
SundayMorningSunshine,pre-chorus,C',F#:min,II,min,3,4,0
SundayMorningSunshine,pre-chorus,C',B:maj,V,maj,4,4,0
SundayMorningSunshine,pre-chorus,C',N,NonHarmonic,NonHarmonic,1,4,0
SundayMorningSunshine,pre-chorus,C',N,NonHarmonic,NonHarmonic,2,4,0
SundayMorningSunshine,pre-chorus,C',N,NonHarmonic,NonHarmonic,3,4,0
SundayMorningSunshine,pre-chorus,C',N,NonHarmonic,NonHarmonic,4,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,1,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,2,4,0
SundayMorningSunshine,chorus,D,F#:11,II,11,3,4,0
SundayMorningSunshine,chorus,D,F#:11,II,11,4,4,0
SundayMorningSunshine,chorus,D,D:maj,bVII,maj,1,4,0
SundayMorningSunshine,chorus,D,A:maj,IV,maj,2,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,3,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,4,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,1,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,2,4,0
SundayMorningSunshine,chorus,D,F#:11,II,11,3,4,0
SundayMorningSunshine,chorus,D,F#:11,II,11,4,4,0
SundayMorningSunshine,chorus,D,D:maj,bVII,maj,1,4,0
SundayMorningSunshine,chorus,D,A:maj,IV,maj,2,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,3,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,4,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,1,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,2,4,0
SundayMorningSunshine,chorus,D,F#:11,II,11,3,4,0
SundayMorningSunshine,chorus,D,F#:11,II,11,4,4,0
SundayMorningSunshine,chorus,D,D:maj,bVII,maj,1,4,0
SundayMorningSunshine,chorus,D,A:maj,IV,maj,2,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,3,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,4,4,0
SundayMorningSunshine,chorus,D,B:maj,V,maj,4,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,1,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,2,4,0
SundayMorningSunshine,chorus,D,F#:11,II,11,3,4,0
SundayMorningSunshine,chorus,D,F#:11,II,11,4,4,0
SundayMorningSunshine,chorus,D,D:maj,bVII,maj,1,4,0
SundayMorningSunshine,chorus,D,A:maj,IV,maj,2,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,3,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,4,4,0
SundayMorningSunshine,chorus,D,B:maj,V,maj,4,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,1,4,0
SundayMorningSunshine,chorus,D,E:maj,I,maj,2,4,0
SundayMorningSunshine,chorus,D,F#:11,II,11,3,4,0
SundayMorningSunshine,chorus,D,F#:11,II,11,4,4,0
SundayMorningSunshine,fadeout,,D:maj,bVII,maj,1,4,0
SundayMorningSunshine,fadeout,,A:maj,IV,maj,2,4,0
SundayMorningSunshine,fadeout,,E:maj,I,maj,3,4,0
SundayMorningSunshine,fadeout,,E:maj,I,maj,4,4,0
SundayMorningSunshine,fadeout,,B:maj,V,maj,4,4,0
SundayMorningSunshine,fadeout,,E:maj,I,maj,1,4,0
SundayMorningSunshine,fadeout,,E:maj,I,maj,2,4,0
SundayMorningSunshine,fadeout,,F#:11,II,11,3,4,0
SundayMorningSunshine,fadeout,,F#:11,II,11,4,4,0
SundayMorningSunshine,fadeout,,D:maj,bVII,maj,1,4,0
SundayMorningSunshine,fadeout,,A:maj,IV,maj,2,4,0
SundayMorningSunshine,fadeout,,E:maj,I,maj,3,4,0
SundayMorningSunshine,fadeout,,E:maj,I,maj,4,4,0

GhostbustersTheme,intro,A,B:1,I,1,1,5,0
GhostbustersTheme,intro,A,G:1,bVI,1,1,5,0
GhostbustersTheme,intro,A,Gb:1,V,1,2,5,0
GhostbustersTheme,intro,A,F:1,bV,1,2,5,0
GhostbustersTheme,intro,A,E:1,IV,1,3,5,0
GhostbustersTheme,intro,A,D:1,bIII,1,3,5,0
GhostbustersTheme,intro,A,A#:1,VII,1,4,5,0
GhostbustersTheme,intro,A,A#:1,VII,1,5,5,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,1,8,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,1,8,0
GhostbustersTheme,instrumental,B,A:maj,bVII,maj,1,8,0
GhostbustersTheme,instrumental,B,E:maj,IV,maj,1,8,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,2,8,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,2,8,0
GhostbustersTheme,instrumental,B,A:maj,bVII,maj,2,8,0
GhostbustersTheme,instrumental,B,E:maj,IV,maj,2,8,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,3,8,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,3,8,0
GhostbustersTheme,instrumental,B,A:maj,bVII,maj,3,8,0
GhostbustersTheme,instrumental,B,E:maj,IV,maj,3,8,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,4,8,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,4,8,0
GhostbustersTheme,instrumental,B,A:maj,bVII,maj,4,8,0
GhostbustersTheme,instrumental,B,E:maj,IV,maj,4,8,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,5,8,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,5,8,0
GhostbustersTheme,instrumental,B,A:maj,bVII,maj,5,8,0
GhostbustersTheme,instrumental,B,E:maj,IV,maj,5,8,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,6,8,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,6,8,0
GhostbustersTheme,instrumental,B,A:maj,bVII,maj,6,8,0
GhostbustersTheme,instrumental,B,E:maj,IV,maj,6,8,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,7,8,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,7,8,0
GhostbustersTheme,instrumental,B,A:maj,bVII,maj,7,8,0
GhostbustersTheme,instrumental,B,E:maj,IV,maj,7,8,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,8,8,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,8,8,0
GhostbustersTheme,instrumental,B,A:maj,bVII,maj,8,8,0
GhostbustersTheme,instrumental,B,E:maj,IV,maj,8,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,1,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,1,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,1,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,1,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,2,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,2,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,2,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,2,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,3,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,3,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,3,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,3,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,4,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,4,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,4,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,4,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,5,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,5,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,5,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,5,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,6,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,6,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,6,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,6,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,7,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,7,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,7,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,7,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,8,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,8,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,8,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,8,8,0
GhostbustersTheme,chorus,D,B:min,I,min,1,4,0
GhostbustersTheme,chorus,D,B:min/b7,I,min/b7,1,4,0
GhostbustersTheme,chorus,D,B:min/b7,I,min/b7,2,4,0
GhostbustersTheme,chorus,D,B:min/13,I,min/13,3,4,0
GhostbustersTheme,chorus,D,B:min/11,I,min/11,3,4,0
GhostbustersTheme,chorus,D,B:min/11,I,min/11,4,4,0
GhostbustersTheme,chorus,D,B:min,I,min,1,4,0
GhostbustersTheme,chorus,D,B:min/b7,I,min/b7,1,4,0
GhostbustersTheme,chorus,D,B:min/b7,I,min/b7,2,4,0
GhostbustersTheme,chorus,D,B:min/13,I,min/13,3,4,0
GhostbustersTheme,chorus,D,B:min/11,I,min/11,3,4,0
GhostbustersTheme,chorus,D,B:min/11,I,min/11,4,4,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,1,4,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,1,4,0
GhostbustersTheme,instrumental,B,A:maj,bVII,maj,1,4,0
GhostbustersTheme,instrumental,B,E:maj,IV,maj,1,4,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,2,4,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,2,4,0
GhostbustersTheme,instrumental,B,A:maj,bVII,maj,2,4,0
GhostbustersTheme,instrumental,B,E:maj,IV,maj,2,4,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,3,4,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,3,4,0
GhostbustersTheme,instrumental,B,A:maj,bVII,maj,3,4,0
GhostbustersTheme,instrumental,B,E:maj,IV,maj,3,4,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,4,4,0
GhostbustersTheme,instrumental,B,B:maj,I,maj,4,4,0
GhostbustersTheme,instrumental,B,A:maj,bVII,maj,4,4,0
GhostbustersTheme,instrumental,B,E:maj,IV,maj,4,4,0
GhostbustersTheme,verse,C,B:maj,I,maj,1,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,1,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,1,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,1,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,2,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,2,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,2,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,2,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,3,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,3,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,3,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,3,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,4,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,4,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,4,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,4,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,5,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,5,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,5,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,5,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,6,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,6,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,6,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,6,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,7,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,7,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,7,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,7,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,8,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,8,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,8,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,8,8,0
GhostbustersTheme,chorus,D,B:min,I,min,1,4,0
GhostbustersTheme,chorus,D,B:min/b7,I,min/b7,1,4,0
GhostbustersTheme,chorus,D,B:min/b7,I,min/b7,2,4,0
GhostbustersTheme,chorus,D,B:min/13,I,min/13,3,4,0
GhostbustersTheme,chorus,D,B:min/11,I,min/11,3,4,0
GhostbustersTheme,chorus,D,B:min/11,I,min/11,4,4,0
GhostbustersTheme,chorus,D,B:min,I,min,1,4,0
GhostbustersTheme,chorus,D,B:min/b7,I,min/b7,1,4,0
GhostbustersTheme,chorus,D,B:min/b7,I,min/b7,2,4,0
GhostbustersTheme,chorus,D,B:min/13,I,min/13,3,4,0
GhostbustersTheme,chorus,D,B:min/11,I,min/11,3,4,0
GhostbustersTheme,chorus,D,B:min/11,I,min/11,4,4,0
GhostbustersTheme,verse,C,B:maj,I,maj,1,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,1,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,1,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,1,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,2,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,2,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,2,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,2,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,3,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,3,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,3,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,3,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,4,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,4,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,4,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,4,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,5,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,5,8,0
GhostbustersTheme,verse,C,A:maj,bVII,maj,5,8,0
GhostbustersTheme,verse,C,E:maj,IV,maj,5,8,0
GhostbustersTheme,verse,C,B:maj,I,maj,6,8,0
