AlongComesAWoman,intro,A,A:5(b7),V,5(b7),3,4,0
AlongComesAWoman,intro,A,A:5(b7),V,5(b7),4,4,0
AlongComesAWoman,verse,A,A:5(b7),V,5(b7),1,4,0
AlongComesAWoman,verse,A,A:5(b7),V,5(b7),2,4,0
AlongComesAWoman,verse,A,A:5(b7),V,5(b7),3,4,0
AlongComesAWoman,verse,A,A:5(b7),V,5(b7),4,4,0
AlongComesAWoman,verse,A,A:5(b7),V,5(b7),1,4,0
AlongComesAWoman,verse,A,A:5(b7),V,5(b7),2,4,0
AlongComesAWoman,verse,A,A:5(b7),V,5(b7),3,4,0
AlongComesAWoman,verse,A,A:5(b7),V,5(b7),4,4,0
AlongComesAWoman,pre-chorus,B,B:min,VI,min,1,4,0
AlongComesAWoman,pre-chorus,B,G:maj,IV,maj,2,4,0
AlongComesAWoman,pre-chorus,B,B:min,VI,min,3,4,0
AlongComesAWoman,pre-chorus,B,G:maj,IV,maj,4,4,0
AlongComesAWoman,pre-chorus,B,B:min,VI,min,1,4,0
AlongComesAWoman,pre-chorus,B,G:maj,IV,maj,2,4,0
AlongComesAWoman,pre-chorus,B,F#:min,III,min,3,4,0
AlongComesAWoman,pre-chorus,B,G:maj,IV,maj,3,4,0
AlongComesAWoman,pre-chorus,B,A:maj,V,maj,4,4,0
AlongComesAWoman,chorus,C,G:maj,IV,maj,1,4,0
AlongComesAWoman,chorus,C,A:maj/3,V,maj/3,1,4,0
AlongComesAWoman,chorus,C,D:maj,I,maj,2,4,0
AlongComesAWoman,chorus,C,A:maj,V,maj,2,4,0
AlongComesAWoman,chorus,C,G:maj,IV,maj,3,4,0
AlongComesAWoman,chorus,C,A:maj/3,V,maj/3,3,4,0
AlongComesAWoman,chorus,C,D:maj,I,maj,4,4,0
AlongComesAWoman,chorus,C,A:maj,V,maj,4,4,0
AlongComesAWoman,chorus,C,G:maj,IV,maj,1,4,0
AlongComesAWoman,chorus,C,A:maj/3,V,maj/3,1,4,0
AlongComesAWoman,chorus,C,D:maj,I,maj,2,4,0
AlongComesAWoman,chorus,C,B:min/11,VI,min/11,3,4,0
AlongComesAWoman,chorus,C,B:min/11,VI,min/11,4,4,0
AlongComesAWoman,pre-verse,A',A:5(b7),V,5(b7),1,4,0
AlongComesAWoman,pre-verse,A',A:5(b7),V,5(b7),2,4,0
AlongComesAWoman,pre-verse,A',A:5(b7),V,5(b7),3,4,0
AlongComesAWoman,pre-verse,A',A:5(b7),V,5(b7),4,4,0
AlongComesAWoman,verse,A,A:5(b7),V,5(b7),1,4,0
AlongComesAWoman,verse,A,A:5(b7),V,5(b7),2,4,0
AlongComesAWoman,verse,A,A:5(b7),V,5(b7),3,4,0
AlongComesAWoman,verse,A,A:5(b7),V,5(b7),4,4,0
AlongComesAWoman,verse,A,A:5(b7),V,5(b7),1,4,0
AlongComesAWoman,verse,A,A:5(b7),V,5(b7),2,4,0
AlongComesAWoman,verse,A,A:5(b7),V,5(b7),3,4,0
AlongComesAWoman,verse,A,A:5(b7),V,5(b7),4,4,0
AlongComesAWoman,pre-chorus,B,B:min,VI,min,1,4,0
AlongComesAWoman,pre-chorus,B,G:maj,IV,maj,2,4,0
AlongComesAWoman,pre-chorus,B,B:min,VI,min,3,4,0
AlongComesAWoman,pre-chorus,B,G:maj,IV,maj,4,4,0
AlongComesAWoman,pre-chorus,B,B:min,VI,min,1,4,0
AlongComesAWoman,pre-chorus,B,G:maj,IV,maj,2,4,0
AlongComesAWoman,pre-chorus,B,F#:min,III,min,3,4,0
AlongComesAWoman,pre-chorus,B,G:maj,IV,maj,3,4,0
AlongComesAWoman,pre-chorus,B,A:maj,V,maj,4,4,0
AlongComesAWoman,chorus,C,G:maj,IV,maj,1,4,0
AlongComesAWoman,chorus,C,A:maj/3,V,maj/3,1,4,0
AlongComesAWoman,chorus,C,D:maj,I,maj,2,4,0
AlongComesAWoman,chorus,C,A:maj,V,maj,2,4,0
AlongComesAWoman,chorus,C,G:maj,IV,maj,3,4,0
AlongComesAWoman,chorus,C,A:maj/3,V,maj/3,3,4,0
AlongComesAWoman,chorus,C,D:maj,I,maj,4,4,0
AlongComesAWoman,chorus,C,A:maj,V,maj,4,4,0
AlongComesAWoman,chorus,C,G:maj,IV,maj,1,4,0
AlongComesAWoman,chorus,C,A:maj/3,V,maj/3,1,4,0
AlongComesAWoman,chorus,C,D:maj,I,maj,2,4,0
AlongComesAWoman,chorus,C,B:min/11,VI,min/11,3,4,0
AlongComesAWoman,chorus,C,B:min/11,VI,min/11,4,4,0
AlongComesAWoman,chorus,C,G:maj,IV,maj,1,4,0
AlongComesAWoman,chorus,C,A:maj/3,V,maj/3,1,4,0
AlongComesAWoman,chorus,C,D:maj,I,maj,2,4,0
AlongComesAWoman,chorus,C,A:maj,V,maj,2,4,0
AlongComesAWoman,chorus,C,G:maj,IV,maj,3,4,0
AlongComesAWoman,chorus,C,A:maj/3,V,maj/3,3,4,0
AlongComesAWoman,chorus,C,D:maj,I,maj,4,4,0
AlongComesAWoman,chorus,C,A:maj,V,maj,4,4,0
AlongComesAWoman,chorus,C,G:maj,IV,maj,1,4,0
AlongComesAWoman,chorus,C,A:maj/3,V,maj/3,1,4,0
AlongComesAWoman,chorus,C,D:maj,I,maj,2,4,0
AlongComesAWoman,chorus,C,B:min/11,VI,min/11,3,4,0
AlongComesAWoman,chorus,C,B:min/11,VI,min/11,4,4,0
AlongComesAWoman,instrumental,D,A:11,V,11,1,4,0
AlongComesAWoman,instrumental,D,A:11,V,11,2,4,0
AlongComesAWoman,instrumental,D,A:11,V,11,3,4,0
AlongComesAWoman,instrumental,D,A:11,V,11,4,4,0
AlongComesAWoman,instrumental,D,A:11,V,11,1,4,0
AlongComesAWoman,instrumental,D,A:11,V,11,2,4,0
AlongComesAWoman,instrumental,D,A:11,V,11,3,4,0
AlongComesAWoman,instrumental,D,A:11,V,11,4,4,0
AlongComesAWoman,instrumental,D,A:11,V,11,1,4,0
AlongComesAWoman,instrumental,D,A:11,V,11,2,4,0
AlongComesAWoman,instrumental,D,A:11,V,11,3,4,0
AlongComesAWoman,instrumental,D,A:11,V,11,4,4,0
AlongComesAWoman,instrumental,D,A:11,V,11,1,4,0
AlongComesAWoman,instrumental,D,A:11,V,11,2,4,0
AlongComesAWoman,instrumental,D,A:11,V,11,3,4,0
AlongComesAWoman,instrumental,D,A:11,V,11,4,4,0
AlongComesAWoman,chorus,C,G:maj,IV,maj,1,4,0
AlongComesAWoman,chorus,C,A:maj/3,V,maj/3,1,4,0
AlongComesAWoman,chorus,C,D:maj,I,maj,2,4,0
AlongComesAWoman,chorus,C,A:maj,V,maj,2,4,0
AlongComesAWoman,chorus,C,G:maj,IV,maj,3,4,0
AlongComesAWoman,chorus,C,A:maj/3,V,maj/3,3,4,0
AlongComesAWoman,chorus,C,D:maj,I,maj,4,4,0
AlongComesAWoman,chorus,C,A:maj,V,maj,4,4,0
AlongComesAWoman,chorus,C,G:maj,IV,maj,1,4,0
AlongComesAWoman,chorus,C,A:maj/3,V,maj/3,1,4,0
AlongComesAWoman,chorus,C,D:maj,I,maj,2,4,0
AlongComesAWoman,chorus,C,B:min/11,VI,min/11,3,4,0
AlongComesAWoman,chorus,C,B:min/11,VI,min/11,4,4,0
AlongComesAWoman,chorus,C,G:maj,IV,maj,1,4,0
AlongComesAWoman,chorus,C,A:maj/3,V,maj/3,1,4,0
AlongComesAWoman,chorus,C,D:maj,I,maj,2,4,0
AlongComesAWoman,chorus,C,A:maj,V,maj,2,4,0
AlongComesAWoman,chorus,C,G:maj,IV,maj,3,4,0
AlongComesAWoman,chorus,C,A:maj/3,V,maj/3,3,4,0
AlongComesAWoman,chorus,C,D:maj,I,maj,4,4,0
AlongComesAWoman,chorus,C,A:maj,V,maj,4,4,0
AlongComesAWoman,chorus,C,G:maj,IV,maj,1,4,0
AlongComesAWoman,chorus,C,A:maj/3,V,maj/3,1,4,0
AlongComesAWoman,chorus,C,D:maj,I,maj,2,4,0
AlongComesAWoman,chorus,C,B:min/11,VI,min/11,3,4,0
AlongComesAWoman,chorus,C,B:min/11,VI,min/11,4,4,0
AlongComesAWoman,fadeout,,G:maj,IV,maj,1,4,0
AlongComesAWoman,fadeout,,A:maj/3,V,maj/3,1,4,0
AlongComesAWoman,fadeout,,D:maj,I,maj,2,4,0
AlongComesAWoman,fadeout,,A:maj,V,maj,2,4,0
AlongComesAWoman,fadeout,,G:maj,IV,maj,3,4,0
AlongComesAWoman,fadeout,,A:maj/3,V,maj/3,3,4,0
AlongComesAWoman,fadeout,,D:maj,I,maj,4,4,0
AlongComesAWoman,fadeout,,A:maj,V,maj,4,4,0
AlongComesAWoman,fadeout,,G:maj,IV,maj,1,2,0
AlongComesAWoman,fadeout,,A:maj/3,V,maj/3,1,2,0
AlongComesAWoman,fadeout,,D:maj,I,maj,2,2,0
UnchainedMelody,verse,A,C:maj,I,maj,1,4,0
UnchainedMelody,verse,A,A:min,VI,min,2,4,0
UnchainedMelody,verse,A,F:maj,IV,maj,3,4,0
UnchainedMelody,verse,A,G:maj,V,maj,4,4,0
UnchainedMelody,verse,A,C:maj,I,maj,1,4,0
UnchainedMelody,verse,A,A:min,VI,min,2,4,0
UnchainedMelody,verse,A,G:maj,V,maj,3,4,0
UnchainedMelody,verse,A,G:maj,V,maj,4,4,0
UnchainedMelody,verse,A,C:maj,I,maj,1,4,0
UnchainedMelody,verse,A,A:min,VI,min,2,4,0
UnchainedMelody,verse,A,F:maj,IV,maj,3,4,0
UnchainedMelody,verse,A,G:maj,V,maj,4,4,0
UnchainedMelody,verse,A,C:maj,I,maj,1,4,0
UnchainedMelody,verse,A,A:min,VI,min,2,4,0
UnchainedMelody,verse,A,G:maj,V,maj,3,4,0
UnchainedMelody,verse,A,G:maj,V,maj,4,4,0
UnchainedMelody,chorus,B,C:maj,I,maj,1,4,0
UnchainedMelody,chorus,B,G:maj,V,maj,2,4,0
UnchainedMelody,chorus,B,A:min,VI,min,3,4,0
UnchainedMelody,chorus,B,E:min,III,min,4,4,0
UnchainedMelody,chorus,B,F:maj,IV,maj,1,4,0
UnchainedMelody,chorus,B,G:maj,V,maj,2,4,0
UnchainedMelody,chorus,B,C:maj,I,maj,3,4,0
UnchainedMelody,chorus,B,C:7,I,7,4,4,0
UnchainedMelody,bridge,C,F:maj,IV,maj,1,4,0
UnchainedMelody,bridge,C,G:maj,V,maj,1,4,0
UnchainedMelody,bridge,C,F:maj,IV,maj,2,4,0
UnchainedMelody,bridge,C,Eb:maj,bIII,maj,2,4,0
UnchainedMelody,bridge,C,F:maj,IV,maj,3,4,0
UnchainedMelody,bridge,C,G:maj,V,maj,3,4,0
UnchainedMelody,bridge,C,C:maj,I,maj,4,4,0
UnchainedMelody,bridge,C,F:maj,IV,maj,1,4,0
UnchainedMelody,bridge,C,G:maj,V,maj,1,4,0
UnchainedMelody,bridge,C,F:maj,IV,maj,2,4,0
UnchainedMelody,bridge,C,Eb:maj,bIII,maj,2,4,0
UnchainedMelody,bridge,C,F:maj,IV,maj,3,4,0
UnchainedMelody,bridge,C,G:maj,V,maj,3,4,0
UnchainedMelody,bridge,C,C:maj,I,maj,4,4,0
UnchainedMelody,verse,A,C:maj,I,maj,1,4,0
UnchainedMelody,verse,A,A:min,VI,min,2,4,0
UnchainedMelody,verse,A,F:maj,IV,maj,3,4,0
UnchainedMelody,verse,A,G:maj,V,maj,4,4,0
UnchainedMelody,verse,A,C:maj,I,maj,1,4,0
UnchainedMelody,verse,A,A:min,VI,min,2,4,0
UnchainedMelody,verse,A,G:maj,V,maj,3,4,0
UnchainedMelody,verse,A,G:maj,V,maj,4,4,0
UnchainedMelody,verse,A,C:maj,I,maj,1,4,0
UnchainedMelody,verse,A,A:min,VI,min,2,4,0
UnchainedMelody,verse,A,F:maj,IV,maj,3,4,0
UnchainedMelody,verse,A,G:maj,V,maj,4,4,0
UnchainedMelody,verse,A,C:maj,I,maj,1,4,0
UnchainedMelody,verse,A,A:min,VI,min,2,4,0
UnchainedMelody,verse,A,G:maj,V,maj,3,4,0
UnchainedMelody,verse,A,G:maj,V,maj,4,4,0
UnchainedMelody,chorus,B,C:maj,I,maj,1,4,0
UnchainedMelody,chorus,B,G:maj,V,maj,2,4,0
UnchainedMelody,chorus,B,A:min,VI,min,3,4,0
UnchainedMelody,chorus,B,E:min,III,min,4,4,0
UnchainedMelody,chorus,B,F:maj,IV,maj,1,2,0
UnchainedMelody,chorus,B,G:maj,V,maj,2,2,0
UnchainedMelody,chorus,B,C:maj,I,maj,1,4,0
UnchainedMelody,chorus,B,A:min,VI,min,2,4,0
UnchainedMelody,chorus,B,F:maj,IV,maj,3,4,0
UnchainedMelody,chorus,B,F:min,IV,min,3,4,0
UnchainedMelody,chorus,B,C:maj,I,maj,4,4,0
IDon'tWantToSpoilTheParty,intro,A,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,intro,A,G:7,I,7,2,4,0
IDon'tWantToSpoilTheParty,intro,A,G:maj6,I,maj6,2,4,0
IDon'tWantToSpoilTheParty,intro,A,D:sus4(b7),V,sus4(b7),3,4,0
IDon'tWantToSpoilTheParty,intro,A,D:min7,V,min7,4,4,0
IDon'tWantToSpoilTheParty,intro,A,D:sus2(b7),V,sus2(b7),4,4,0
IDon'tWantToSpoilTheParty,intro,A,D:maj,V,maj,1,4,0
IDon'tWantToSpoilTheParty,intro,A,D:maj/9,V,maj/9,2,4,0
IDon'tWantToSpoilTheParty,intro,A,D:7/3,V,7/3,2,4,0
IDon'tWantToSpoilTheParty,intro,A,G:maj,I,maj,3,4,0
IDon'tWantToSpoilTheParty,intro,A,G:maj,I,maj,4,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,2,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,3,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,4,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,2,4,0
IDon'tWantToSpoilTheParty,verse,B,D:7(#9),V,7(#9),3,4,0
IDon'tWantToSpoilTheParty,verse,B,D:7(#9),V,7(#9),4,4,0
IDon'tWantToSpoilTheParty,verse,B,E:min,VI,min,1,4,0
IDon'tWantToSpoilTheParty,verse,B,B:maj,III,maj,2,4,0
IDon'tWantToSpoilTheParty,verse,B,A:min,II,min,3,4,0
IDon'tWantToSpoilTheParty,verse,B,D:maj,V,maj,4,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,verse,B,F:maj,bVII,maj,2,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,3,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,4,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,2,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,3,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,4,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,2,4,0
IDon'tWantToSpoilTheParty,verse,B,D:7(#9),V,7(#9),3,4,0
IDon'tWantToSpoilTheParty,verse,B,D:7(#9),V,7(#9),4,4,0
IDon'tWantToSpoilTheParty,verse,B,E:min,VI,min,1,4,0
IDon'tWantToSpoilTheParty,verse,B,B:maj,III,maj,2,4,0
IDon'tWantToSpoilTheParty,verse,B,A:min,II,min,3,4,0
IDon'tWantToSpoilTheParty,verse,B,D:maj,V,maj,4,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,verse,B,F:maj,bVII,maj,2,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,3,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,4,4,0
IDon'tWantToSpoilTheParty,chorus,C,G:maj,I,maj,1,2,0
IDon'tWantToSpoilTheParty,chorus,C,G:maj,I,maj,2,2,0
IDon'tWantToSpoilTheParty,chorus,C,E:min,VI,min,1,4,0
IDon'tWantToSpoilTheParty,chorus,C,A:maj,II,maj,2,4,0
IDon'tWantToSpoilTheParty,chorus,C,C:maj,IV,maj,3,4,0
IDon'tWantToSpoilTheParty,chorus,C,D:maj,V,maj,4,4,0
IDon'tWantToSpoilTheParty,chorus,C,G:maj,I,maj,1,2,0
IDon'tWantToSpoilTheParty,chorus,C,G:maj,I,maj,2,2,0
IDon'tWantToSpoilTheParty,chorus,C,E:min,VI,min,1,4,0
IDon'tWantToSpoilTheParty,chorus,C,A:maj,II,maj,2,4,0
IDon'tWantToSpoilTheParty,chorus,C,C:maj,IV,maj,3,4,0
IDon'tWantToSpoilTheParty,chorus,C,D:maj,V,maj,4,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,2,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,3,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,4,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,2,4,0
IDon'tWantToSpoilTheParty,verse,B,D:7(#9),V,7(#9),3,4,0
IDon'tWantToSpoilTheParty,verse,B,D:7(#9),V,7(#9),4,4,0
IDon'tWantToSpoilTheParty,verse,B,E:min,VI,min,1,4,0
IDon'tWantToSpoilTheParty,verse,B,B:maj,III,maj,2,4,0
IDon'tWantToSpoilTheParty,verse,B,A:min,II,min,3,4,0
IDon'tWantToSpoilTheParty,verse,B,D:maj,V,maj,4,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,verse,B,F:maj,bVII,maj,2,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,3,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,4,4,0
IDon'tWantToSpoilTheParty,solo,B,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,solo,B,G:maj,I,maj,2,4,0
IDon'tWantToSpoilTheParty,solo,B,G:maj,I,maj,3,4,0
IDon'tWantToSpoilTheParty,solo,B,G:maj,I,maj,4,4,0
IDon'tWantToSpoilTheParty,solo,B,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,solo,B,G:maj,I,maj,2,4,0
IDon'tWantToSpoilTheParty,solo,B,D:7(#9),V,7(#9),3,4,0
IDon'tWantToSpoilTheParty,solo,B,D:7(#9),V,7(#9),4,4,0
IDon'tWantToSpoilTheParty,solo,B,E:min,VI,min,1,4,0
IDon'tWantToSpoilTheParty,solo,B,B:maj,III,maj,2,4,0
IDon'tWantToSpoilTheParty,solo,B,A:min,II,min,3,4,0
IDon'tWantToSpoilTheParty,solo,B,D:maj,V,maj,4,4,0
IDon'tWantToSpoilTheParty,solo,B,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,solo,B,F:maj,bVII,maj,2,4,0
IDon'tWantToSpoilTheParty,solo,B,G:maj,I,maj,3,4,0
IDon'tWantToSpoilTheParty,solo,B,G:maj,I,maj,4,4,0
IDon'tWantToSpoilTheParty,chorus,C,G:maj,I,maj,1,2,0
IDon'tWantToSpoilTheParty,chorus,C,G:maj,I,maj,2,2,0
IDon'tWantToSpoilTheParty,chorus,C,E:min,VI,min,1,4,0
IDon'tWantToSpoilTheParty,chorus,C,A:maj,II,maj,2,4,0
IDon'tWantToSpoilTheParty,chorus,C,C:maj,IV,maj,3,4,0
IDon'tWantToSpoilTheParty,chorus,C,D:maj,V,maj,4,4,0
IDon'tWantToSpoilTheParty,chorus,C,G:maj,I,maj,1,2,0
IDon'tWantToSpoilTheParty,chorus,C,G:maj,I,maj,2,2,0
IDon'tWantToSpoilTheParty,chorus,C,E:min,VI,min,1,4,0
IDon'tWantToSpoilTheParty,chorus,C,A:maj,II,maj,2,4,0
IDon'tWantToSpoilTheParty,chorus,C,C:maj,IV,maj,3,4,0
IDon'tWantToSpoilTheParty,chorus,C,D:maj,V,maj,4,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,2,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,3,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,4,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,2,4,0
IDon'tWantToSpoilTheParty,verse,B,D:7(#9),V,7(#9),3,4,0
IDon'tWantToSpoilTheParty,verse,B,D:7(#9),V,7(#9),4,4,0
IDon'tWantToSpoilTheParty,verse,B,E:min,VI,min,1,4,0
IDon'tWantToSpoilTheParty,verse,B,B:maj,III,maj,2,4,0
IDon'tWantToSpoilTheParty,verse,B,A:min,II,min,3,4,0
IDon'tWantToSpoilTheParty,verse,B,D:maj,V,maj,4,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,verse,B,F:maj,bVII,maj,2,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,3,4,0
IDon'tWantToSpoilTheParty,verse,B,G:maj,I,maj,4,4,0
IDon'tWantToSpoilTheParty,outro,A,G:maj,I,maj,1,4,0
IDon'tWantToSpoilTheParty,outro,A,G:7,I,7,2,4,0
IDon'tWantToSpoilTheParty,outro,A,G:maj6,I,maj6,2,4,0
IDon'tWantToSpoilTheParty,outro,A,D:sus4(b7),V,sus4(b7),3,4,0
IDon'tWantToSpoilTheParty,outro,A,D:min7,V,min7,4,4,0
IDon'tWantToSpoilTheParty,outro,A,D:sus2(b7),V,sus2(b7),4,4,0
IDon'tWantToSpoilTheParty,outro,A,D:maj,V,maj,1,3,0
IDon'tWantToSpoilTheParty,outro,A,D:maj/9,V,maj/9,2,3,0
IDon'tWantToSpoilTheParty,outro,A,D:7/3,V,7/3,2,3,0
IDon'tWantToSpoilTheParty,outro,A,G:maj,I,maj,3,3,0
SleepWalk,intro,C,Db:maj,I,maj,1,4,0
SleepWalk,intro,C,Bb:min,VI,min,2,4,0
SleepWalk,intro,C,Gb:min,IV,min,3,4,0
SleepWalk,intro,C,Ab:maj,V,maj,4,4,0
SleepWalk,intro,C,Db:maj,I,maj,1,4,0
SleepWalk,intro,C,Bb:min,VI,min,2,4,0
SleepWalk,intro,C,Gb:maj,IV,maj,3,4,0
SleepWalk,intro,C,Ab:maj,V,maj,4,4,0
SleepWalk,verse,A,Db:maj,I,maj,1,4,0
SleepWalk,verse,A,Bb:min,VI,min,2,4,0
SleepWalk,verse,A,Gb:min,IV,min,3,4,0
SleepWalk,verse,A,Ab:maj,V,maj,4,4,0
SleepWalk,verse,A,Db:maj,I,maj,1,4,0
SleepWalk,verse,A,Bb:min,VI,min,2,4,0
SleepWalk,verse,A,Gb:min,IV,min,3,4,0
SleepWalk,verse,A,Ab:maj,V,maj,4,4,0
SleepWalk,verse,A,Db:maj,I,maj,1,4,0
SleepWalk,verse,A,Bb:min,VI,min,2,4,0
SleepWalk,verse,A,Gb:min,IV,min,3,4,0
SleepWalk,verse,A,Ab:maj,V,maj,4,4,0
SleepWalk,verse,A,Db:maj,I,maj,1,4,0
SleepWalk,verse,A,Bb:min,VI,min,2,4,0
SleepWalk,verse,A,Gb:maj,IV,maj,3,4,0
SleepWalk,verse,A,Ab:maj,V,maj,4,4,0
SleepWalk,verse,A,Db:maj,I,maj,1,4,0
SleepWalk,verse,A,Bb:min,VI,min,2,4,0
SleepWalk,verse,A,Gb:min,IV,min,3,4,0
SleepWalk,verse,A,Ab:maj,V,maj,4,4,0
SleepWalk,verse,A,Db:maj,I,maj,1,4,0
SleepWalk,verse,A,Bb:min,VI,min,2,4,0
SleepWalk,verse,A,Gb:min,IV,min,3,4,0
SleepWalk,verse,A,Ab:maj,V,maj,4,4,0
SleepWalk,verse,A,Db:maj,I,maj,1,4,0
SleepWalk,verse,A,Bb:min,VI,min,2,4,0
SleepWalk,verse,A,Gb:min/3,IV,min/3,3,4,0
SleepWalk,verse,A,Ab:maj,V,maj,4,4,0
SleepWalk,verse,A,Db:maj,I,maj,1,4,0
SleepWalk,verse,A,Gb:maj,IV,maj,2,4,0
SleepWalk,verse,A,Db:maj,I,maj,3,4,0
SleepWalk,verse,A,Db:maj,I,maj,4,4,0
SleepWalk,bridge,F,Gb:maj,IV,maj,1,4,0
SleepWalk,bridge,F,Gb:maj,IV,maj,2,4,0
SleepWalk,bridge,F,Gb:min,IV,min,3,4,0
SleepWalk,bridge,F,Gb:min,IV,min,4,4,0
SleepWalk,bridge,F,Db:maj,I,maj,1,4,0
SleepWalk,bridge,F,Db:maj,I,maj,2,4,0
SleepWalk,bridge,F,Db:7,I,7,3,4,0
SleepWalk,bridge,F,Db:7,I,7,4,4,0
SleepWalk,bridge,F,Gb:maj,IV,maj,1,4,0
SleepWalk,bridge,F,Gb:maj,IV,maj,2,4,0
SleepWalk,bridge,F,Gb:min,IV,min,3,4,0
SleepWalk,bridge,F,Gb:min,IV,min,4,4,0
SleepWalk,bridge,F,Ab:7,V,7,1,4,0
SleepWalk,bridge,F,Ab:7,V,7,2,4,0
SleepWalk,bridge,F,Ab:7(#9),V,7(#9),3,4,0
SleepWalk,bridge,F,Ab:7(#9),V,7(#9),4,4,0
SleepWalk,verse,A,Db:maj,I,maj,1,4,0
SleepWalk,verse,A,Bb:min,VI,min,2,4,0
SleepWalk,verse,A,Gb:min,IV,min,3,4,0
SleepWalk,verse,A,Ab:maj,V,maj,4,4,0
SleepWalk,verse,A,Db:maj,I,maj,1,4,0
SleepWalk,verse,A,Bb:min,VI,min,2,4,0
SleepWalk,verse,A,Gb:min,IV,min,3,4,0
SleepWalk,verse,A,Ab:maj,V,maj,4,4,0
SleepWalk,verse,A,Db:maj,I,maj,1,5,0
SleepWalk,verse,A,Bb:min,VI,min,2,5,0
SleepWalk,verse,A,Gb:min,IV,min,3,5,0
SleepWalk,verse,A,Ab:maj6(b7),V,maj6(b7),4,5,0
SleepWalk,verse,A,Ab:7,V,7,4,5,0
SleepWalk,verse,A,&pause,NonHarmonic,NonHarmonic,5,5,0
SleepWalk,outro,J,Db:maj7,I,maj7,1,4,0
SleepWalk,outro,J,Ab:7(b9),V,7(b9),2,4,0
SleepWalk,outro,J,Db:maj13,I,maj13,3,4,0
SleepWalk,outro,J,Db:maj13,I,maj13,4,4,0
DevilWoman,intro,A,D:maj,I,maj,1,4,0
DevilWoman,intro,A,G:5/5,IV,5/5,2,4,0
DevilWoman,intro,A,F:5/13,bIII,5/13,3,4,0
DevilWoman,intro,A,C:1(3)/9,bVII,1(3)/9,3,4,0
DevilWoman,intro,A,D:5/5,I,5/5,4,4,0
DevilWoman,intro,A,D:maj,I,maj,1,4,0
DevilWoman,intro,A,G:5/5,IV,5/5,2,4,0
DevilWoman,intro,A,F:5/13,bIII,5/13,3,4,0
DevilWoman,intro,A,C:1(3)/9,bVII,1(3)/9,3,4,0
DevilWoman,intro,A,D:5,I,5,4,4,0
DevilWoman,verse,A,D:maj,I,maj,1,4,0
DevilWoman,verse,A,G:5/5,IV,5/5,2,4,0
DevilWoman,verse,A,F:5/13,bIII,5/13,3,4,0
DevilWoman,verse,A,C:1(3)/9,bVII,1(3)/9,3,4,0
DevilWoman,verse,A,D:5,I,5,4,4,0
