SongName	I-I	I-bII	I-II	I-bIII	I-III	I-bIV	I-IV	I-bV	I-V	I-bVI	I-VI	I-bVII	I-VII	bII-I	bII-bII	bII-II	bII-bIII	bII-III	bII-bIV	bII-IV	bII-bV	bII-V	bII-bVI	bII-VI	bII-bVII	bII-VII	III-I	III-bII	III-II	III-bIII	III-III	III-bIV	III-IV	III-bV	III-V	III-bVI	III-VI	III-bVII	III-VII	bIV-I	bIV-bII	bIV-II	bIV-bIII	bIV-III	bIV-bIV	bIV-IV	bIV-bV	bIV-V	bIV-bVI	bIV	VI	bIV-bVII	bIV-VII	IV-I	IV-bII	IV-II	IV-bIII	IV-III	IV-vIV	IV-IV	IV-bV	IV-V	IV-bVI	IV-VI	IV-bVII	IV-VII	bV-I	bV-bII	bV-II	bV-bIII	bV-III	bV-bIV	bV-IV	bV-bV	bV-V	bV-bVI	bV-VI	bV-bVII	bV-VII	V-I	V-bII	V-II	V-bIII	V-III	V-bIV	V-V	V-bVI	V-VI	V-bVII	V-VII	bVI-I	bVI-bII	bVI-II	bVI-bIII	bVI-III	bVI-bIV	bVI-IV	bVI-bV	bVI-V	bVI-bVI	bVI-VI	bVI-bVII	bVI-VII	VI-I	VI-bII	VI-II	VI-bIII	VI-III	VI-bIV	VI-IV	VI-bV	VI-V	VI-bVI	VI-VI	VI-bVII	VI-VII	bVII-I	bVII-bII	bVII-II	bVII-bIII	bVII-III	bVII-bIV	bVII-IV	bVII-bIV	bVII-IV	bVII-bV	bVII-V	bVII-bVI	bVII-VI	bVII-bVII	bVII-VII	VII-I	VII-bII	VII-II	VII-bIII	VII-III	VII-bIV	VII-IV	VII-bV	VII-V	VII-bVI	VII-VI	VII-bVII	VII-VII
BurningDownTheHouse	0.875	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TheSoundsOfSilence	0.25	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192307692	0.192307692	0.423076923	0	0.192307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3125	0.15625	0.15625	0	0.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YearsFromNow	0	0	0.392857143	0	0.607142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.636363636	0	0.363636364	0	0	0	0	0	0	0	0.09375	0	0.125	0.78125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38028169	0	0	0.295774648	0.323943662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HocusPocus	0.492753623	0.057971014	0	0	0.347826087	0	0	0.028985507	0.057971014	0	0	0	0.833333333	0	0	0	0	0	0	0	0.166666667	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0.333333333	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105263158	0.263157895	0	0.473684211	0.052631579	0	0	0	0	0	0.105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318181818	0	0	0	0	0	0	0	0	0	0.590909091	0	0	0	0	0.333333333	0	0	0	0	0.466666667	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.4	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0
BabyDon'tChangeYourMind	0.388888889	0.055555556	0	0.111111111	0.222222222	0.222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285714286	0.142857143	0.285714286	0	0.142857143	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0.571428571	0.142857143	0	0	0.285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103448276	0	0.793103448	0.103448276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666667	0	0.666666667	0	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NeedYouTonight	0.224489796	0	0	0.551020408	0	0	0	0	0.204081633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.962962963	0	0	0	0	0	0	0	0.037037037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BabyYou'reRight	0.285714286	0	0	0.285714286	0.428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260869565	0	0	0.739130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.888888889	0	0	0.111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KindOfADrag	0.470588235	0.294117647	0	0.176470588	0.058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083333333	0	0	0.458333333	0	0	0	0	0.333333333	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0.461538462	0.538461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0
Tenderness	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.3	0	0.2	0	0	0	0	0	0	0.424242424	0	0.015151515	0.46969697	0.090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219512195	0.658536585	0.097560976	0	0	0	0	0	0	0.024390244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
OneBadApple	0.534246575	0.109589041	0	0.246575342	0.109589041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.571428571	0	0.428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.291666667	0.125	0	0.291666667	0.291666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555555556	0	0	0.222222222	0	0.222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heartaches	0.1	0	0	0	0	0	0	0	0.8	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.452380952	0	0	0.214285714	0.261904762	0	0	0	0	0	0	0.071428571	0	0	0	0	0	0	0	0	0	0	0	0	0.380952381	0	0	0	0.523809524	0	0	0	0	0	0	0.095238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
TakeMeDown	0.461538462	0	0	0.128205128	0.384615385	0	0.025641026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444444444	0	0.333333333	0	0	0.222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0.2	0	0	0	0	0	0	0.303030303	0.03030303	0	0.606060606	0.060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352941176	0.235294118	0	0.294117647	0	0.117647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Levon	0	0.097560976	0	0.804878049	0.097560976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.2	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0.333333333	0	0	0	0	0	0	0.68	0.08	0	0.18	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285714286	0	0	0.142857143	0	0.571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galveston	0.486486486	0	0	0.486486486	0	0.027027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.8	0.1	0	0	0	0	0	0	0.2	0	0	0.4	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029411765	0.264705882	0	0.264705882	0.411764706	0	0	0	0.029411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.708333333	0	0	0	0.041666667	0.166666667	0	0	0.083333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.571428571	0.142857143	0.142857143	0	0	0	0	0	0.142857143	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Promises	0.5625	0.083333333	0	0.229166667	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.296296296	0	0.37037037	0.296296296	0.037037037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275862069	0	0	0.275862069	0.448275862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HowBlueCanYouGet	0.461538462	0	0	0.192307692	0.307692308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818181818	0	0	0.181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TheAnimals	0.24137931	0.310344828	0.379310345	0.068965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333	0.111111111	0.444444444	0.044444444	0	0.244444444	0	0	0	0	0	0	0.764705882	0	0.117647059	0	0.117647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TheBest	0.896296296	0	0	0	0.007407407	0.096296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055555556	0	0	0.166666667	0.166666667	0.611111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461538462	0	0	0.038461538	0.461538462	0.038461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641026	0	0	0.358974359	0.256410256	0.358974359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KnowingMe,KnowingYou	0	0.148148148	0.407407407	0.444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105263158	0	0.210526316	0.578947368	0	0.105263158	0	0	0	0	0	0	0	0.032258065	0	0.064516129	0.838709677	0.064516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.581395349	0	0	0.046511628	0.325581395	0.046511628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19047619	0.19047619	0.142857143	0.476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LikeARock	0.475409836	0	0	0.508196721	0	0.016393443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.517241379	0.017241379	0	0.24137931	0	0	0	0	0	0	0	0.224137931	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TellItLikeItIs	0	0	0.105263158	0	0.473684211	0.368421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0.666666667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.575757576	0.333333333	0	0	0.060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.636363636	0.363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AlmostGrown	0.745454545	0	0	0.127272727	0.127272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BigYellowTaxi	0.69047619	0	0	0.285714286	0.023809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0	0	0.3	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HeavenMustHaveSentYou	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.5	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352941176	0	0	0.647058824	0	0	0	0	0	0	0	0	0	0.214285714	0.392857143	0.392857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259259259	0	0.407407407	0.222222222	0	0	0	0	0	0	0	0.111111111	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.392857143	0	0.392857143	0	0	0	0	0.214285714	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Don'tLeaveMeThisWay	0.127659574	0	0	0.191489362	0	0	0	0	0.042553191	0	0.042553191	0.595744681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111	0	0	0	0	0	0	0	0.111111111	0	0	0.777777778	0	0	0	0	0	0	0	0	0	0	0	0	0.722222222	0	0	0	0.027777778	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.583333333	0	0	0	0	0.083333333	0	0	0.083333333	0	0	0	0	0	0	0	0	0	0	0	0
ThereSheGoes	0	0	0	0.272727273	0.727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055555556	0.25	0	0	0.666666667	0.027777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41509434	0.018867925	0	0.452830189	0.094339623	0.018867925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
If	0	0	0	0.6875	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.315789474	0	0.105263158	0.315789474	0.263157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833333333	0	0	0	0	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BlowAway	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.75	0.25	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.389830508	0	0	0	0.474576271	0	0	0	0.13559322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0.25	0	0	0	0.5	0.333333333	0	0	0	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TwoHearts	0.0625	0.5	0	0.40625	0	0	0	0	0	0	0.03125	0	0	0.142857143	0	0	0	0	0	0.285714286	0.428571429	0	0	0.142857143	0.56	0.08	0.16	0	0.2	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0.2	0.4	0	0	0	0.666666667	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.761904762	0.095238095	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SweetSoulMusic	0.649122807	0	0	0.315789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.542857143	0	0	0.228571429	0	0.228571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sunflower	0.333333333	0	0	0.518518519	0.148148148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.575	0	0	0.3	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.857142857	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TalkBackTremblingLips	0.5	0.052631579	0	0.236842105	0.184210526	0	0	0	0	0	0.026315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555555556	0	0	0.333333333	0.111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0.074074074	0.592592593	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BigIron	0.758928571	0	0	0.008928571	0	0.232142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.666666667	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108433735	0	0.012048193	0.204819277	0	0.674698795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDon'tNeedYou	0.206896552	0.068965517	0	0.275862069	0.448275862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388888889	0	0	0.277777778	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
There'stheGirl	0	0	0	0	0.724137931	0	0	0	0	0	0.275862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.764705882	0	0	0.176470588	0	0	0	0	0	0	0	0.058823529	0	0	0	0	0	0	0	0	0	0	0	0
EightMilesHigh	0.434782609	0.304347826	0	0	0	0	0	0	0	0	0	0.260869565	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0	0	0	0	0	0	0	0.125	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0.857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0.333333333	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NightMoves	0.507936508	0	0	0.063492063	0	0	0	0	0	0	0	0.396825397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.085714286	0	0	0.442857143	0.057142857	0.042857143	0	0	0	0	0	0.371428571	0	0	0	0	0	0	0	0	0	0	0	0	0.083333333	0	0	0.5	0.083333333	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076923077	0	0.076923077	0.230769231	0.461538462	0.153846154	0	0	0	0	0	0	0.403846154	0	0	0.480769231	0.019230769	0.076923077	0	0	0	0	0	0.019230769	0	0	0	0	0	0	0	0	0	0	0	0
AliveAgain	0.739130435	0	0.028985507	0	0.043478261	0.101449275	0	0	0	0	0	0.086956522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0.333333333	0	0	0.2	0.4	0	0	0	0	0	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0.060606061	0.545454545	0	0	0	0	0	0	0.060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777777778	0.222222222	0	0	0	0	0	0	0.111111111	0	0	0.888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
